year	iso	nom_gdp_usd_wdi
1979	"NAM"	
1979	"NER"	2.109278102E9
1979	"NGA"	4.7259911894E10
1979	"RWA"	1.109346221E9
1979	"SEN"	4.084878668E9
1979	"SLE"	1.109374722E9
1979	"SOM"	5.904198551E8
1979	"ZAF"	5.7645721016E10
1979	"SDN"	9.03225E9
1979	"TZA"	
1979	"TGO"	8.917759066E8
1979	"TUN"	7.188191882E9
1979	"UGA"	2.139025E9
1979	"ZWE"	5.1774594E9
1979	"ZMB"	3.3255E9
1980	"DZA"	4.2345277342E10
1980	"AGO"	5.930503401E9
1980	"BEN"	1.405251547E9
1980	"BWA"	1.060923829E9
1980	"BDI"	9.197266667E8
1980	"BFA"	1.92872039E9
1980	"CMR"	6.740756569E9
1980	"CAF"	7.970480288E8
1980	"TCD"	1.033002402E9
1980	"COD"	1.4394927495E10
1980	"CIV"	1.0175615442E10
1980	"COG"	1.70579685E9
1980	"DJI"	
1980	"EGY"	2.1669908177E10
1980	"ETH"	
1980	"SWZ"	5.420005136E8
1980	"GAB"	4.279637934E9
1980	"GMB"	2.410807089E8
1980	"GHA"	4.445228216E9
1980	"GNB"	1.106538307E8
1980	"GIN"	
1980	"KEN"	7.265315332E9
1980	"LBY"	
1980	"LBR"	
1980	"LSO"	4.315613765E8
1980	"MWI"	1.237655461E9
1980	"MDG"	4.042139901E9
1980	"MLI"	1.759690812E9
1980	"MRT"	7.090414622E8
1980	"MAR"	2.1728770055E10
1980	"MOZ"	
1980	"NAM"	2.422096075E9
1980	"NER"	2.508524186E9
1980	"NGA"	6.4201788123E10
1980	"RWA"	1.25476535E9
1980	"SEN"	4.435050397E9
1980	"SLE"	1.100685845E9
1980	"SOM"	6.035926568E8
1980	"ZAF"	8.2980483391E10
1980	"SDN"	7.459833333E9
1980	"TZA"	
1980	"TGO"	1.136408814E9
1980	"TUN"	8.744134354E9
1980	"UGA"	1.24461E9
1980	"ZWE"	6.6788682E9
1980	"ZMB"	3.8295E9
1981	"DZA"	4.4348672668E10
1981	"AGO"	5.550483036E9
1981	"BEN"	1.291119965E9
1981	"BWA"	1.073861599E9
1981	"BDI"	9.690466667E8
1981	"BFA"	1.77584268E9
1981	"CMR"	7.636345827E9
1981	"CAF"	6.948035027E8
1981	"TCD"	8.769375597E8
1981	"COD"	1.2537821038E10
1981	"CIV"	8.432588484E9
1981	"COG"	1.993512326E9
1981	"DJI"	
1981	"EGY"	2.2136081081E10
1981	"ETH"	7.324903188E9
1981	"SWZ"	5.715426746E8
1981	"GAB"	3.862269127E9
1981	"GMB"	2.187644458E8
1981	"GHA"	4.222441615E9
1981	"GNB"	1.547319697E8
1981	"GIN"	
1981	"KEN"	6.854491454E9
1981	"LBY"	
1981	"LBR"	
1981	"LSO"	4.341880342E8
1981	"MWI"	1.237685692E9
1981	"MDG"	3.594868208E9
1981	"MLI"	1.538972158E9
1981	"MRT"	7.479946703E8
1981	"MAR"	1.7788171722E10
1981	"MOZ"	
1981	"NAM"	2.246757386E9
1981	"NER"	2.170893039E9
1981	"NGA"	1.64475E11
1981	"RWA"	1.407062608E9
1981	"SEN"	4.021697233E9
1981	"SLE"	1.114830472E9
1981	"SOM"	6.991122668E8
1981	"ZAF"	8.5454420504E10
1981	"SDN"	1.00165E10
1981	"TZA"	
1981	"TGO"	9.62347001E8
1981	"TUN"	8.428513568E9
1981	"UGA"	1.3373E9
1981	"ZWE"	8.0113738E9
1981	"ZMB"	3.872666667E9
1982	"DZA"	4.5207088716E10
1982	"AGO"	5.550483036E9
1982	"BEN"	1.267778489E9
1982	"BWA"	1.014907255E9
1982	"BDI"	1.013222222E9
1982	"BFA"	1.754450379E9
1982	"CMR"	7.32291457E9
1982	"CAF"	7.483122837E8
1982	"TCD"	8.343698604E8
1982	"COD"	1.3651667371E10
1982	"CIV"	7.567109767E9
1982	"COG"	2.160640567E9
1982	"DJI"	
1982	"EGY"	2.7655172414E10
1982	"ETH"	7.707678019E9
1982	"SWZ"	5.375759808E8
1982	"GAB"	3.618007844E9
1982	"GMB"	2.16051496E8
1982	"GHA"	4.035994398E9
1982	"GNB"	1.655236345E8
1982	"GIN"	
1982	"KEN"	6.431579357E9
1982	"LBY"	
1982	"LBR"	
1982	"LSO"	3.487468226E8
1982	"MWI"	1.180104216E9
1982	"MDG"	3.52619807E9
1982	"MLI"	1.333754034E9
1982	"MRT"	7.502144016E8
1982	"MAR"	1.7692341358E10
1982	"MOZ"	
1982	"NAM"	2.116069374E9
1982	"NER"	2.017611927E9
1982	"NGA"	1.42769E11
1982	"RWA"	1.40724264E9
1982	"SEN"	3.936758682E9
1982	"SLE"	1.295361886E9
1982	"SOM"	7.744195697E8
1982	"ZAF"	7.8423059791E10
1982	"SDN"	9.24E9
1982	"TZA"	
1982	"TGO"	8.216519187E8
1982	"TUN"	8.13340105E9
1982	"UGA"	2.1775E9
1982	"ZWE"	8.5397007E9
1982	"ZMB"	3.994777778E9
1983	"DZA"	4.88013698E10
1983	"AGO"	5.784341596E9
1983	"BEN"	1.095348303E9
1983	"BWA"	1.172258182E9
1983	"BDI"	1.082926304E9
1983	"BFA"	1.600278756E9
1983	"CMR"	7.381854747E9
1983	"CAF"	6.586793949E8
1983	"TCD"	8.32415806E8
1983	"COD"	1.100671265E10
1983	"CIV"	6.838185419E9
1983	"COG"	2.09727429E9
1983	"DJI"	
1983	"EGY"	3.0966239814E10
1983	"ETH"	8.567890821E9
1983	"SWZ"	5.553361458E8
1983	"GAB"	3.391275731E9
1983	"GMB"	2.134465626E8
1983	"GHA"	4.057275043E9
1983	"GNB"	1.635775383E8
1983	"GIN"	
1983	"KEN"	5.979198464E9
1983	"LBY"	
1983	"LBR"	
1983	"LSO"	3.866993089E8
1983	"MWI"	1.22318684E9
1983	"MDG"	3.511573992E9
1983	"MLI"	1.297765449E9
1983	"MRT"	7.883718403E8
1983	"MAR"	1.6251460689E10
1983	"MOZ"	
1983	"NAM"	2.293990996E9
1983	"NER"	1.803099732E9
1983	"NGA"	9.7094911791E10
1983	"RWA"	1.479688126E9
1983	"SEN"	3.512053232E9
1983	"SLE"	9.951043053E8
1983	"SOM"	7.339013659E8
1983	"ZAF"	8.7415851379E10
1983	"SDN"	8.230153846E9
1983	"TZA"	
1983	"TGO"	7.657465906E8
1983	"TUN"	8.350176783E9
1983	"UGA"	2.240333333E9
1983	"ZWE"	7.764067E9
1983	"ZMB"	3.216307692E9
1984	"DZA"	5.3698278906E10
1984	"AGO"	6.131475065E9
1984	"BEN"	1.051133927E9
1984	"BWA"	1.240796365E9
1984	"BDI"	9.871439312E8
1984	"BFA"	1.459880353E9
1984	"CMR"	7.801858825E9
1984	"CAF"	6.378206207E8
1984	"TCD"	9.191037353E8
1984	"COD"	7.857729193E9
1984	"CIV"	6.841638715E9
1984	"COG"	2.193581366E9
1984	"DJI"	
1984	"EGY"	3.3971188992E10
1984	"ETH"	8.096302367E9
1984	"SWZ"	4.944756999E8
1984	"GAB"	3.561451562E9
1984	"GMB"	1.773388019E8
1984	"GHA"	4.412279843E9
1984	"GNB"	1.384789006E8
1984	"GIN"	
1984	"KEN"	6.19143707E9
1984	"LBY"	
1984	"LBR"	
1984	"LSO"	3.331584762E8
1984	"MWI"	1.208008985E9
1984	"MDG"	2.939485472E9
1984	"MLI"	1.232932008E9
1984	"MRT"	7.269373089E8
1984	"MAR"	1.4824728528E10
1984	"MOZ"	
1984	"NAM"	1.947967886E9
1984	"NER"	1.461243212E9
1984	"NGA"	7.3484359521E10
1984	"RWA"	1.587412957E9
1984	"SEN"	3.425127373E9
1984	"SLE"	1.087471862E9
1984	"SOM"	7.883072134E8
1984	"ZAF"	7.7344092904E10
1984	"SDN"	9.701357143E9
1984	"TZA"	
1984	"TGO"	7.181489596E8
1984	"TUN"	8.254891864E9
1984	"UGA"	3.615647477E9
1984	"ZWE"	6.3521259E9
1984	"ZMB"	2.739444444E9
1985	"DZA"	5.793786867E10
1985	"AGO"	7.553560459E9
1985	"BEN"	1.045712703E9
1985	"BWA"	1.114764007E9
1985	"BDI"	1.149979286E9
1985	"BFA"	1.552493414E9
1985	"CMR"	8.148223604E9
1985	"CAF"	8.648497651E8
1985	"TCD"	1.03306971E9
1985	"COD"	7.195042616E9
1985	"CIV"	6.977650069E9
1985	"COG"	2.160872541E9
1985	"DJI"	3.40989528E8
1985	"EGY"	3.9053502251E10
1985	"ETH"	9.480840483E9
1985	"SWZ"	3.610148905E8
1985	"GAB"	3.339914759E9
1985	"GMB"	2.257248517E8
1985	"GHA"	4.504342149E9
1985	"GNB"	1.438562531E8
1985	"GIN"	
1985	"KEN"	6.135034338E9
1985	"LBY"	
1985	"LBR"	
1985	"LSO"	2.686269125E8
1985	"MWI"	1.131347798E9
1985	"MDG"	2.857889712E9
1985	"MLI"	1.392195933E9
1985	"MRT"	6.831938769E8
1985	"MAR"	1.4991283216E10
1985	"MOZ"	
1985	"NAM"	1.605911706E9
1985	"NER"	1.440581534E9
1985	"NGA"	7.3745821156E10
1985	"RWA"	1.715625839E9
1985	"SEN"	3.750056424E9
1985	"SLE"	8.568904986E8
1985	"SOM"	8.764046177E8
1985	"ZAF"	5.9082638803E10
1985	"SDN"	1.2403733333E10
1985	"TZA"	
1985	"TGO"	7.623597227E8
1985	"TUN"	8.41018574E9
1985	"UGA"	3.519666339E9
1985	"ZWE"	5.6372593E9
1985	"ZMB"	2.281258065E9
1986	"DZA"	6.3696301893E10
1986	"AGO"	7.072063345E9
1986	"BEN"	1.336102041E9
1986	"BWA"	1.392634772E9
1986	"BDI"	1.201725497E9
1986	"BFA"	2.036303381E9
1986	"CMR"	1.0621158533E10
1986	"CAF"	1.122265026E9
1986	"TCD"	1.067828247E9
1986	"COD"	8.095367168E9
1986	"CIV"	9.158302205E9
1986	"COG"	1.849268215E9
1986	"DJI"	
1986	"EGY"	4.1253507951E10
1986	"ETH"	9.84860087E9
1986	"SWZ"	4.491466083E8
1986	"GAB"	3.403638194E9
1986	"GMB"	1.856462094E8
1986	"GHA"	5.727602645E9
1986	"GNB"	1.302250188E8
1986	"GIN"	1.922600899E9
1986	"KEN"	7.239126717E9
1986	"LBY"	
1986	"LBR"	
1986	"LSO"	3.188628884E8
1986	"MWI"	1.183654828E9
1986	"MDG"	3.258288891E9
1986	"MLI"	1.852163475E9
1986	"MRT"	8.028907469E8
1986	"MAR"	1.9462175322E10
1986	"MOZ"	
1986	"NAM"	1.806223061E9
1986	"NER"	1.90409702E9
1986	"NGA"	5.4805852581E10
1986	"RWA"	1.944711061E9
1986	"SEN"	5.304238013E9
1986	"SLE"	4.901814566E8
1986	"SOM"	9.303187053E8
1986	"ZAF"	6.7521602553E10
1986	"SDN"	1.57690625E10
1986	"TZA"	
1986	"TGO"	1.060911735E9
1986	"TUN"	9.01813602E9
1986	"UGA"	3.923232122E9
1986	"ZWE"	6.2175237E9
1986	"ZMB"	1.661948718E9
1987	"DZA"	6.6742267773E10
1987	"AGO"	8.083872012E9
1987	"BEN"	1.56241203E9
1987	"BWA"	1.965274882E9
1987	"BDI"	1.131466494E9
1987	"BFA"	2.369835439E9
1987	"CMR"	1.2302471429E10
1987	"CAF"	1.200991826E9
1987	"TCD"	1.163426851E9
1987	"COD"	7.661625473E9
1987	"CIV"	1.0087653189E10
1987	"COG"	2.297753649E9
1987	"DJI"	3.733717383E8
1987	"EGY"	4.0455616654E10
1987	"ETH"	1.0527338647E10
1987	"SWZ"	5.841355599E8
1987	"GAB"	3.281797039E9
1987	"GMB"	2.206264842E8
1987	"GHA"	5.074829932E9
1987	"GNB"	1.73836362E8
1987	"GIN"	2.041538057E9
1987	"KEN"	7.970820531E9
1987	"LBY"	
1987	"LBR"	
1987	"LSO"	4.027748527E8
1987	"MWI"	1.183094128E9
1987	"MDG"	2.565634382E9
1987	"MLI"	2.090629723E9
1987	"MRT"	9.098205968E8
1987	"MAR"	2.1765261042E10
1987	"MOZ"	
1987	"NAM"	2.296378835E9
1987	"NER"	2.233005823E9
1987	"NGA"	5.2676041931E10
1987	"RWA"	2.157434025E9
1987	"SEN"	6.38138576E9
1987	"SLE"	7.013076023E8
1987	"SOM"	1.009792724E9
1987	"ZAF"	8.8573697222E10
1987	"SDN"	2.0155555556E10
1987	"TZA"	
1987	"TGO"	1.24909913E9
1987	"TUN"	9.696271268E9
1987	"UGA"	6.269511615E9
1987	"ZWE"	6.7412151E9
1987	"ZMB"	2.269894737E9
1988	"DZA"	5.9089067187E10
1988	"AGO"	8.76925055E9
1988	"BEN"	1.620246187E9
1988	"BWA"	2.644536804E9
1988	"BDI"	1.082403219E9
1988	"BFA"	2.616040646E9
1988	"CMR"	1.2493286762E10
1988	"CAF"	1.264899368E9
1988	"TCD"	1.482597299E9
1988	"COD"	8.861299977E9
1988	"CIV"	1.025517046E10
1988	"COG"	2.212536313E9
1988	"DJI"	3.957945386E8
1988	"EGY"	3.4980124929E10
1988	"ETH"	1.0908935749E10
1988	"SWZ"	6.920167143E8
1988	"GAB"	3.834503378E9
1988	"GMB"	2.666731262E8
1988	"GHA"	5.197840979E9
1988	"GNB"	1.644581203E8
1988	"GIN"	2.384295764E9
1988	"KEN"	8.355380879E9
1988	"LBY"	
1988	"LBR"	
1988	"LSO"	4.703891797E8
1988	"MWI"	1.379924257E9
1988	"MDG"	2.442507588E9
1988	"MLI"	2.169040742E9
1988	"MRT"	9.573775485E8
1988	"MAR"	2.5705296184E10
1988	"MOZ"	
1988	"NAM"	2.491412336E9
1988	"NER"	2.280356338E9
1988	"NGA"	4.964847044E10
1988	"RWA"	2.395493878E9
1988	"SEN"	6.311054901E9
1988	"SLE"	1.055083945E9
1988	"SOM"	1.038291284E9
1988	"ZAF"	9.5176640968E10
1988	"SDN"	1.5399166667E10
1988	"TZA"	5.100405772E9
1988	"TGO"	1.378847487E9
1988	"TUN"	1.0096292842E10
1988	"UGA"	6.508931652E9
1988	"ZWE"	7.8147841E9
1988	"ZMB"	3.713614458E9
1989	"DZA"	5.5631489802E10
1989	"AGO"	1.020109904E10
1989	"BEN"	1.502294411E9
1989	"BWA"	3.083800685E9
1989	"BDI"	1.11392413E9
1989	"BFA"	2.615588546E9
1989	"CMR"	1.1140055364E10
1989	"CAF"	1.233930277E9
1989	"TCD"	1.43368631E9
1989	"COD"	9.021862775E9
1989	"CIV"	9.757410614E9
1989	"COG"	2.389593022E9
1989	"DJI"	4.092200871E8
1989	"EGY"	3.975629905E10
1989	"ETH"	1.1476584879E10
1989	"SWZ"	6.969154307E8
1989	"GAB"	4.186411457E9
1989	"GMB"	2.841196925E8
1989	"GHA"	5.251764264E9
1989	"GNB"	2.131430164E8
1989	"GIN"	2.43202938E9
1989	"KEN"	8.283114648E9
1989	"LBY"	
1989	"LBR"	
1989	"LSO"	4.954048881E8
1989	"MWI"	1.590215583E9
1989	"MDG"	2.498059015E9
1989	"MLI"	2.181821902E9
1989	"MRT"	9.815294301E8
1989	"MAR"	2.6314220188E10
1989	"MOZ"	
1989	"NAM"	2.531519951E9
1989	"NER"	2.179567108E9
1989	"NGA"	4.4003061108E10
1989	"RWA"	2.405021933E9
1989	"SEN"	6.219793533E9
1989	"SLE"	9.329744119E8
1989	"SOM"	1.092392963E9
1989	"ZAF"	9.9030856825E10
1989	"SDN"	1.5291507937E10
1989	"TZA"	4.420168102E9
1989	"TGO"	1.352949663E9
1989	"TUN"	1.0102075213E10
1989	"UGA"	5.276480986E9
1989	"ZWE"	8.2863227E9
1989	"ZMB"	3.998637681E9
1990	"DZA"	6.2045099643E10
1990	"AGO"	1.1228764963E10
1990	"BEN"	1.959965244E9
1990	"BWA"	3.790567052E9
1990	"BDI"	1.132101253E9
1990	"BFA"	3.101301781E9
1990	"CMR"	1.1151578051E10
1990	"CAF"	1.440711396E9
1990	"TCD"	1.738605558E9
1990	"COD"	9.34976458E9
1990	"CIV"	1.0795850107E10
1990	"COG"	2.798746051E9
1990	"DJI"	4.523280873E8
1990	"EGY"	4.2978914311E10
1990	"ETH"	1.2175166763E10
1990	"SWZ"	1.114703088E9
1990	"GAB"	5.952293766E9
1990	"GMB"	3.170833735E8
1990	"GHA"	5.889174825E9
1990	"GNB"	2.439619955E8
1990	"GIN"	2.666616177E9
1990	"KEN"	8.572359163E9
1990	"LBY"	2.8901836158E10
1990	"LBR"	
1990	"LSO"	5.964151045E8
1990	"MWI"	1.880771556E9
1990	"MDG"	3.0814798E9
1990	"MLI"	2.68191203E9
1990	"MRT"	1.019600785E9
1990	"MAR"	3.0180108562E10
1990	"MOZ"	
1990	"NAM"	2.785764518E9
1990	"NER"	2.480673195E9
1990	"NGA"	5.4035795388E10
1990	"RWA"	2.550185618E9
1990	"SEN"	7.237100724E9
1990	"SLE"	6.496448268E8
1990	"SOM"	9.17044228E8
1990	"ZAF"	1.15552E11
1990	"SDN"	1.2408647541E10
1990	"TZA"	4.258743263E9
1990	"TGO"	1.628427515E9
1990	"TUN"	1.2290568182E10
1990	"UGA"	4.304398866E9
1990	"ZWE"	8.7838167E9
1990	"ZMB"	3.285217391E9
1991	"DZA"	4.5715367087E10
1991	"AGO"	1.0603784541E10
1991	"BEN"	1.98643786E9
1991	"BWA"	3.942792837E9
1991	"BDI"	1.167398478E9
1991	"BFA"	3.135045684E9
1991	"CMR"	1.2434370005E10
1991	"CAF"	1.377375031E9
1991	"TCD"	1.877138042E9
1991	"COD"	9.625436873E9
1991	"CIV"	1.0492628915E10
1991	"COG"	2.724853593E9
1991	"DJI"	4.624219985E8
1991	"EGY"	3.7387836491E10
1991	"ETH"	1.3463868357E10
1991	"SWZ"	1.156141998E9
1991	"GAB"	5.402919957E9
1991	"GMB"	6.903143214E8
1991	"GHA"	6.596546196E9
1991	"GNB"	2.571503741E8
1991	"GIN"	3.014890569E9
1991	"KEN"	8.151479004E9
1991	"LBY"	3.1995012469E10
1991	"LBR"	
1991	"LSO"	7.043291928E8
1991	"MWI"	2.203545857E9
1991	"MDG"	2.653141959E9
1991	"MLI"	2.724131545E9
1991	"MRT"	1.443688865E9
1991	"MAR"	3.2285388165E10
1991	"MOZ"	3.704316975E9
1991	"NAM"	2.992650454E9
1991	"NER"	2.327986216E9
1991	"NGA"	4.9118433048E10
1991	"RWA"	1.91160097E9
1991	"SEN"	7.111252866E9
1991	"SLE"	7.799814589E8
1991	"SOM"	
1991	"ZAF"	1.23943E11
1991	"SDN"	1.1379222222E10
1991	"TZA"	4.956588279E9
1991	"TGO"	1.602299863E9
1991	"TUN"	1.3074782609E10
1991	"UGA"	3.321729057E9
1991	"ZWE"	8.6414817E9
1991	"ZMB"	3.378882353E9
1992	"DZA"	4.8003298223E10
1992	"AGO"	8.307810974E9
1992	"BEN"	1.695315306E9
1992	"BWA"	4.146513722E9
1992	"BDI"	1.083037671E9
1992	"BFA"	2.240264712E9
1992	"CMR"	1.139631099E10
1992	"CAF"	1.411917558E9
1992	"TCD"	1.881847677E9
1992	"COD"	8.227343907E9
1992	"CIV"	1.1152971316E10
1992	"COG"	2.933222714E9
1992	"DJI"	4.780583049E8
1992	"EGY"	4.1855986519E10
1992	"ETH"	1.0492993078E10
1992	"SWZ"	1.284766234E9
1992	"GAB"	5.592390849E9
1992	"GMB"	7.142554605E8
1992	"GHA"	6.413901602E9
1992	"GNB"	2.263134437E8
1992	"GIN"	3.284625277E9
1992	"KEN"	8.209129172E9
1992	"LBY"	3.3881392045E10
1992	"LBR"	
1992	"LSO"	8.310339411E8
1992	"MWI"	1.799517082E9
1992	"MDG"	3.024459564E9
1992	"MLI"	2.830673389E9
1992	"MRT"	1.464392418E9
1992	"MAR"	3.3711069431E10
1992	"MOZ"	2.644983402E9
1992	"NAM"	3.42473352E9
1992	"NER"	2.344987614E9
1992	"NGA"	4.7794925815E10
1992	"RWA"	2.029026704E9
1992	"SEN"	7.602005274E9
1992	"SLE"	6.799979976E8
1992	"SOM"	
1992	"ZAF"	1.34545E11
1992	"SDN"	7.034219713E9
1992	"TZA"	4.601413264E9
1992	"TGO"	1.69295911E9
1992	"TUN"	1.5497286296E10
1992	"UGA"	2.85745786E9
1992	"ZWE"	6.7514722E9
1992	"ZMB"	3.181921788E9
1993	"DZA"	4.9946455211E10
1993	"AGO"	5.768720422E9
1993	"BEN"	2.274557914E9
1993	"BWA"	4.160086253E9
1993	"BDI"	9.38632612E8
1993	"BFA"	2.332018011E9
1993	"CMR"	1.5498179313E10
1993	"CAF"	1.278781167E9
1993	"TCD"	1.463251055E9
1993	"COD"	1.0706259937E10
1993	"CIV"	1.1045759469E10
1993	"COG"	1.918970032E9
1993	"DJI"	4.660484692E8
1993	"EGY"	4.6578631453E10
1993	"ETH"	8.830712714E9
1993	"SWZ"	1.357206996E9
1993	"GAB"	4.378645081E9
1993	"GMB"	7.550425481E8
1993	"GHA"	5.966255778E9
1993	"GNB"	2.368808217E8
1993	"GIN"	3.279063318E9
1993	"KEN"	5.751789915E9
1993	"LBY"	3.0657030223E10
1993	"LBR"	
1993	"LSO"	8.355928023E8
1993	"MWI"	2.070636936E9
1993	"MDG"	3.370842211E9
1993	"MLI"	2.818280876E9
1993	"MRT"	1.249945003E9
1993	"MAR"	3.1655473664E10
1993	"MOZ"	2.738413379E9
1993	"NAM"	3.2184759E9
1993	"NER"	1.606581744E9
1993	"NGA"	2.775220432E10
1993	"RWA"	1.971525999E9
1993	"SEN"	7.189226453E9
1993	"SLE"	7.688123348E8
1993	"SOM"	
1993	"ZAF"	1.34308E11
1993	"SDN"	8.881785938E9
1993	"TZA"	4.257702197E9
1993	"TGO"	1.233496846E9
1993	"TUN"	1.4608946896E10
1993	"UGA"	3.220439044E9
1993	"ZWE"	6.5638133E9
1993	"ZMB"	3.273237853E9
1994	"DZA"	4.2542571306E10
1994	"AGO"	4.438321017E9
1994	"BEN"	1.598075932E9
1994	"BWA"	4.259330999E9
1994	"BDI"	9.250305902E8
1994	"BFA"	1.895290965E9
1994	"CMR"	1.0600157684E10
1994	"CAF"	8.511743506E8
1994	"TCD"	1.179837955E9
1994	"COD"	5.820382248E9
1994	"CIV"	8.31355745E9
1994	"COG"	1.769365425E9
1994	"DJI"	4.916892207E8
1994	"EGY"	5.1897983393E10
1994	"ETH"	6.927950565E9
1994	"SWZ"	1.419293455E9
1994	"GAB"	4.190819314E9
1994	"GMB"	7.464916926E8
1994	"GHA"	5.444560669E9
1994	"GNB"	2.356200435E8
1994	"GIN"	3.383218923E9
1994	"KEN"	7.148145376E9
1994	"LBY"	2.8607921929E10
1994	"LBR"	
1994	"LSO"	8.782504506E8
1994	"MWI"	1.181802596E9
1994	"MDG"	2.977040722E9
1994	"MLI"	2.081846483E9
1994	"MRT"	1.315932648E9
1994	"MAR"	3.5604137423E10
1994	"MOZ"	2.793020801E9
1994	"NAM"	3.636645995E9
1994	"NER"	1.563207225E9
1994	"NGA"	3.3833042988E10
1994	"RWA"	7.536363705E8
1994	"SEN"	4.908415369E9
1994	"SLE"	9.119159707E8
1994	"SOM"	
1994	"ZAF"	1.39753E11
1994	"SDN"	1.2794192334E10
1994	"TZA"	4.510846968E9
1994	"TGO"	9.826243245E8
1994	"TUN"	1.5632463424E10
1994	"UGA"	3.990430447E9
1994	"ZWE"	6.890675E9
1994	"ZMB"	3.656647744E9
1995	"DZA"	4.1764052458E10
1995	"AGO"	5.53874926E9
1995	"BEN"	2.169627251E9
1995	"BWA"	4.730611067E9
1995	"BDI"	1.000428394E9
1995	"BFA"	2.379518099E9
1995	"CMR"	9.643953175E9
1995	"CAF"	1.115389732E9
1995	"TCD"	1.44591997E9
1995	"COD"	5.643439376E9
1995	"CIV"	1.1000146839E10
1995	"COG"	2.116003978E9
1995	"DJI"	4.977239606E8
1995	"EGY"	6.015924506E10
1995	"ETH"	7.663984568E9
1995	"SWZ"	1.698982438E9
1995	"GAB"	4.958845906E9
1995	"GMB"	7.859969825E8
1995	"GHA"	6.465137615E9
1995	"GNB"	2.539669223E8
1995	"GIN"	3.693753379E9
1995	"KEN"	9.04632606E9
1995	"LBY"	2.5544128199E10
1995	"LBR"	
1995	"LSO"	1.001889857E9
1995	"MWI"	1.397457932E9
1995	"MDG"	3.159901232E9
1995	"MLI"	2.706425298E9
1995	"MRT"	1.415296706E9
1995	"MAR"	3.9030285468E10
1995	"MOZ"	2.900913488E9
1995	"NAM"	3.942478206E9
1995	"NER"	1.880803362E9
1995	"NGA"	4.40624658E10
1995	"RWA"	1.293535011E9
1995	"SEN"	6.176312552E9
1995	"SLE"	8.707587394E8
1995	"SOM"	
1995	"ZAF"	1.55461E11
1995	"SDN"	1.3829744879E10
1995	"TZA"	5.255221425E9
1995	"TGO"	1.309382885E9
1995	"TUN"	1.8030876599E10
1995	"UGA"	5.755818947E9
1995	"ZWE"	7.1112707E9
1995	"ZMB"	3.807067122E9
1996	"DZA"	4.694149678E10
1996	"AGO"	7.526446606E9
1996	"BEN"	2.361116588E9
1996	"BWA"	4.847752843E9
1996	"BDI"	8.690338563E8
1996	"BFA"	2.586550747E9
1996	"CMR"	1.0513387442E10
1996	"CAF"	1.007791186E9
1996	"TCD"	1.60734545E9
1996	"COD"	5.77145494E9
1996	"CIV"	1.2139234939E10
1996	"COG"	2.540697688E9
1996	"DJI"	4.940046477E8
1996	"EGY"	6.7629716981E10
1996	"ETH"	8.547939731E9
1996	"SWZ"	1.6027601E9
1996	"GAB"	5.694040337E9
1996	"GMB"	8.482371086E8
1996	"GHA"	6.934984709E9
1996	"GNB"	2.704197794E8
1996	"GIN"	3.869032271E9
1996	"KEN"	1.2045858436E10
1996	"LBY"	2.7884615385E10
1996	"LBR"	
1996	"LSO"	9.461232759E8
1996	"MWI"	2.281034131E9
1996	"MDG"	3.995028593E9
1996	"MLI"	2.780422212E9
1996	"MRT"	1.442598432E9
1996	"MAR"	4.3161452678E10
1996	"MOZ"	4.163397089E9
1996	"NAM"	3.945340776E9
1996	"NER"	1.987770899E9
1996	"NGA"	5.1075815093E10
1996	"RWA"	1.382334879E9
1996	"SEN"	6.413189839E9
1996	"SLE"	9.417421527E8
1996	"SOM"	
1996	"ZAF"	1.47606E11
1996	"SDN"	9.018243044E9
1996	"TZA"	6.496195451E9
1996	"TGO"	1.46544829E9
1996	"TUN"	1.9587322786E10
1996	"UGA"	6.044585327E9
1996	"ZWE"	8.5531466E9
1996	"ZMB"	3.597220962E9
1997	"DZA"	4.8177862502E10
1997	"AGO"	7.648377413E9
1997	"BEN"	2.268301538E9
1997	"BWA"	5.020214747E9
1997	"BDI"	9.728962679E8
1997	"BFA"	2.447669404E9
1997	"CMR"	1.0833497458E10
1997	"CAF"	9.37741468E8
1997	"TCD"	1.544689503E9
1997	"COD"	6.090840548E9
1997	"CIV"	1.1722142706E10
1997	"COG"	2.322718991E9
1997	"DJI"	5.02675542E8
1997	"EGY"	7.8436578171E10
1997	"ETH"	8.58921139E9
1997	"SWZ"	1.716699913E9
1997	"GAB"	5.326816859E9
1997	"GMB"	8.036307425E8
1997	"GHA"	6.891308594E9
1997	"GNB"	2.685509982E8
1997	"GIN"	3.783788551E9
1997	"KEN"	1.3115773738E10
1997	"LBY"	3.0698633109E10
1997	"LBR"	
1997	"LSO"	9.979960286E8
1997	"MWI"	2.663234934E9
1997	"MDG"	3.545776697E9
1997	"MLI"	2.697105694E9
1997	"MRT"	1.401946856E9
1997	"MAR"	3.9147844526E10
1997	"MOZ"	4.976735802E9
1997	"NAM"	4.10264872E9
1997	"NER"	1.845599608E9
1997	"NGA"	5.4457835193E10
1997	"RWA"	1.851558302E9
1997	"SEN"	5.915250258E9
1997	"SLE"	8.502180336E8
1997	"SOM"	
1997	"ZAF"	1.52587E11
1997	"SDN"	1.1681494637E10
1997	"TZA"	7.683852497E9
1997	"TGO"	1.498950899E9
1997	"TUN"	2.074636043E10
1997	"UGA"	6.269333313E9
1997	"ZWE"	8.5295716E9
